{}
Asset Acct,Item Number,Item Name,Buy,Sell,Inventory,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
11305,GS23-3232,SAE STRAIGHT FLANGE CODE 61,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$236.75,,GST,,0,1,0,0,0,0,0,236.75,216.9,216.9,216.9,216.9,216.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-1212,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$76.45,,GST,,0,1,0,0,0,0,0,76.45,52.65,52.65,52.65,52.65,52.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-1612,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$173.30,,GST,,0,1,0,0,0,0,0,173.3,119.4,119.4,119.4,119.4,119.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-1616,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$96.35,,GST,,0,1,0,0,0,0,0,96.35,66.35,66.35,66.35,66.35,66.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-2016,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$190.60,,GST,,0,1,0,0,0,0,0,190.6,131.2,131.2,131.2,131.2,131.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-2020,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$194.20,,GST,,0,1,0,0,0,0,0,194.2,194.2,194.2,194.2,194.2,194.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-2420,SAE FLANGE CODE 61 30 DEG.,B,S,I,41110,51110,SAE CODE 61 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$299.20,,GST,,0,1,0,0,0,0,0,299.2,299.2,299.2,299.2,299.2,299.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS45-2424,SAE FLANGE CODE 61 30 DEGREE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$185.85,,GST,,0,1,0,0,0,0,0,185.85,170.25,170.25,170.25,170.25,170.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-1212,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$121.45,,GST,,0,1,0,0,0,0,0,121.45,83.6,83.6,83.6,83.6,83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-1612,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$232.80,,GST,,0,1,0,0,0,0,0,232.8,160.35,160.35,160.35,160.35,160.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-1616,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$203.05,,GST,,0,1,0,0,0,0,0,203.05,139.8,139.8,139.8,139.8,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-2016,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$232.40,,GST,,0,1,0,0,0,0,0,232.4,160.1,160.1,160.1,160.1,160.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-2020,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$218.98,,GST,,0,1,0,0,0,0,0,218.98,218.98,218.98,218.98,218.98,218.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS465-2420,CAT STYLE FLANGE 30 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 30°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$288.64,,GST,,0,1,0,0,0,0,0,288.64,288.64,288.64,288.64,288.64,288.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS51-2020,BSPP SWEPT FEMALE 90 DEG.,B,S,I,41110,51110,BSP 90° SWEPT ELBOW 60° CONE,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$330.06,,GST,,0,1,0,0,0,0,0,330.06,330.06,330.06,330.06,330.06,330.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS51-2424-UK,BSPP 90 DEG SWEPT FEMALE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$331.90,,GST,,0,1,0,0,0,0,0,331.9,304.1,304.1,304.1,304.1,304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS52-2720,ORFS SWEPT FEMALE 90 DEG.,B,S,I,41110,51110,ORFS 90° SWEPT ELBOW,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$259.74,,GST,,0,1,0,0,0,0,0,259.74,259.74,259.74,259.74,259.74,259.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS545-1612,CAT STYLE FLANGE 60 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 60°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$251.05,,GST,,0,1,0,0,0,0,0,251.05,172.95,172.95,172.95,172.95,172.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS545-1616,CAT STYLE FLANGE 60 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 60°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$206.50,,GST,,0,1,0,0,0,0,0,206.5,142.2,142.2,142.2,142.2,142.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS545-2016,CAT STYLE FLANGE 60 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 60°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$249.25,,GST,,0,1,0,0,0,0,0,249.25,171.6,171.6,171.6,171.6,171.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS545-2020,CAT STYLE FLANGE 60 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 60°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$212.85,,GST,,0,1,0,0,0,0,0,212.85,212.85,212.85,212.85,212.85,212.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS55-2620,JIC SWEPT FEMALE 90 DEG.,B,S,I,41110,51110,GATES JIC FEMALE SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,GS55-2620,GST,,1,0,0,$181.22,,GST,,0,1,0,0,0,0,0,181.22,181.22,181.22,181.22,181.22,181.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS55-3024,JIC 90 DEG SWEPT FEMALE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$509.95,,GST,,0,1,0,0,0,0,0,509.95,467.25,467.25,467.25,467.25,467.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS59-2020,SAE FLANGE CODE 61 90 DEG.,B,S,I,41110,51110,SAE CODE 61 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$230.84,,GST,,0,1,0,0,0,0,0,230.84,230.84,230.84,230.84,230.84,230.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS59-2420,SAE FLANGE CODE 61 90 DEG.,B,S,I,41110,51110,SAE CODE 61 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$262.40,,GST,,0,1,0,0,0,0,0,262.4,262.4,262.4,262.4,262.4,262.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS59-2424,SAE 90 DEGREE FLANGE CODE 61,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$245.10,,GST,,0,1,0,0,0,0,0,245.1,224.55,224.55,224.55,224.55,224.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS59-3232,SAE 90 DEGREE FLANGE CODE 61,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$326.10,,GST,,0,1,0,0,0,0,0,326.1,298.75,298.75,298.75,298.75,298.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS60-2020,BSPP SWEPT FEMALE 45 DEG.,B,S,I,41110,51110,BSP 45° SWEPT ELBOW 60° CONE,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$367.27,,GST,,0,1,0,0,0,0,0,367.27,367.27,367.27,367.27,367.27,367.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS60-2424-UK,BSPP 45 DEG SWEPT FEMALE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$358.45,,GST,,0,1,0,0,0,0,0,358.45,328.4,328.4,328.4,328.4,328.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS61-2020,SAE FLANGE CODE 62 90 DEG.,B,S,I,41110,51110,90° SWEPT ELBOW SAE FLANGE 6000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$216.21,,GST,,0,1,0,0,0,0,0,216.21,216.21,216.21,216.21,216.21,216.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS61-2420,SAE FLANGE CODE 62 90 DEG.,B,S,I,41110,51110,90° SWEPT ELBOW SAE FLANGE 6000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$255.14,,GST,,0,1,0,0,0,0,0,255.14,255.14,255.14,255.14,255.14,255.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS61-2424,SAE 90 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$214.75,,GST,,0,1,0,0,0,0,0,214.75,196.75,196.75,196.75,196.75,196.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS61-3224,SAE 90 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$224.20,,GST,,0,1,0,0,0,0,0,224.2,205.4,205.4,205.4,205.4,205.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS61-3232,SAE 90 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$295.20,,GST,,0,1,0,0,0,0,0,295.2,270.5,270.5,270.5,270.5,270.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-1212,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$112.10,,GST,,0,1,0,0,0,0,0,112.1,77.2,77.2,77.2,77.2,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-1212-128,CAT FLANGE 90 DEGREE LONG,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$161.60,,GST,,0,1,0,0,0,0,0,161.6,148,148,148,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-1612,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$148.70,,GST,,0,1,0,0,0,0,0,148.7,90.9,90.9,90.9,90.9,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-1616,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$201.45,,GST,,0,1,0,0,0,0,0,201.45,138.75,138.75,138.75,138.75,138.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-1616-132,CAT FLANGE 90 DEGREE LONG,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$208.70,,GST,,0,1,0,0,0,0,0,208.7,191.2,191.2,191.2,191.2,191.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-2016,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$247.95,,GST,,0,1,0,0,0,0,0,247.95,170.65,170.65,170.65,170.65,170.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-2020,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$207.36,,GST,,0,1,0,0,0,0,0,207.36,207.36,207.36,207.36,207.36,207.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-2420,CAT STYLE FLANGE 90 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 90°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$296.08,,GST,,0,1,0,0,0,0,0,296.08,296.08,296.08,296.08,296.08,296.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-2424,CAT FLANGE 90 DEGREE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$242.10,,GST,,0,1,0,0,0,0,0,242.1,197.75,197.75,197.75,197.75,197.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS615-3232,CAT FLANGE 90 DEGREE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$405.00,,GST,,0,1,0,0,0,0,0,405,377.85,377.85,377.85,377.85,377.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS62-2020,SAE FLANGE CODE 62 45 DEG.,B,S,I,41110,51110,45° SWEPT ELBOW SAE FLANGE 6000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,GS62-2020,GST,,1,0,0,$184.17,,GST,,0,1,0,0,0,0,0,184.17,184.17,184.17,184.17,184.17,184.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS62-2420,SAE FLANGE CODE 62 45 DEG.,B,S,I,41110,51110,45° SWEPT ELBOW SAE FLANGE 6000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$295.84,,GST,,0,1,0,0,0,0,0,295.84,295.84,295.84,295.84,295.84,295.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS62-2424,SAE 45 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$201.40,,GST,,0,1,0,0,0,0,0,201.4,184.55,184.55,184.55,184.55,184.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS62-3224,SAE 45 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$198.30,,GST,,0,1,0,0,0,0,0,198.3,181.65,181.65,181.65,181.65,181.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS62-3232,SAE 45 DEGREE FLANGE CODE 62,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$256.70,,GST,,0,1,0,0,0,0,0,256.7,235.2,235.2,235.2,235.2,235.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-1212,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$118.55,,GST,,0,1,0,0,0,0,0,118.55,81.65,81.65,81.65,81.65,81.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-1612,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$211.10,,GST,,0,1,0,0,0,0,0,211.1,145.4,145.4,145.4,145.4,145.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-1616,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$205.45,,GST,,0,1,0,0,0,0,0,205.45,141.5,141.5,141.5,141.5,141.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-2016,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$216.45,,GST,,0,1,0,0,0,0,0,216.45,149.05,149.05,149.05,149.05,149.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-2020,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$205.65,,GST,,0,1,0,0,0,0,0,205.65,205.65,205.65,205.65,205.65,205.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-2420,CAT STYLE FLANGE 45 DEG.,B,S,I,41110,51110,GATES CAT STYLE XT5 SWEPT 45°,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$275.56,,GST,,0,1,0,0,0,0,0,275.56,275.56,275.56,275.56,275.56,275.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-2424,CAT FLANGE 45 DEGREE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$246.50,,GST,,0,1,0,0,0,0,0,246.5,229.9,229.9,229.9,229.9,229.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS625-3232,CAT FLANGE 45 DEGREE,B,S,I,41110,51110,,,,,,,,,,,GST,,1,0,0,$287.50,,GST,,0,1,0,0,0,0,0,287.5,234.8,234.8,234.8,234.8,234.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS64-2620,JIC SWEPT FEMALE 45 DEG.,B,S,I,41110,51110,JIC 45° SWEPT ELBOW 37° CONE,,,,,,,,Hydraulink Australia Pty Ltd,GS64-2620,GST,,1,0,0,$230.36,,GST,,0,1,0,0,0,0,0,230.36,230.36,230.36,230.36,230.36,230.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-1212,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$71.85,,GST,,0,1,0,0,0,0,0,71.85,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-1612,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$185.50,,GST,,0,1,0,0,0,0,0,185.5,127.75,127.75,127.75,127.75,127.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-1616,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$95.30,,GST,,0,1,0,0,0,0,0,95.3,65.6,65.6,65.6,65.6,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-2016,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$144.05,,GST,,0,1,0,0,0,0,0,144.05,99.25,99.25,99.25,99.25,99.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-2020,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$183.05,,GST,,0,1,0,0,0,0,0,183.05,183.05,183.05,183.05,183.05,183.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS66-2420,SAE FLANGE CODE 61 60 DEG.,B,S,I,41110,51110,60° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$245.65,,GST,,0,1,0,0,0,0,0,245.65,245.65,245.65,245.65,245.65,245.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS67-1212,SAE FLANGE CODE 61 22 DEG.,B,S,I,41110,51110,22.5° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$72.65,,GST,,0,1,0,0,0,0,0,72.65,50.05,50.05,50.05,50.05,50.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS67-1612,SAE FLANGE CODE 61 22 DEG.,B,S,I,41110,51110,22.5° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$115.55,,GST,,0,1,0,0,0,0,0,115.55,79.55,79.55,79.55,79.55,79.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS67-1616,SAE FLANGE CODE 61 22 DEG.,B,S,I,41110,51110,22.5° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$95.60,,GST,,0,1,0,0,0,0,0,95.6,65.85,65.85,65.85,65.85,65.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
11305,GS67-2016,SAE FLANGE CODE 61 22 DEG.,B,S,I,41110,51110,22.5° SWEPT ELBOW SAE FLANGE 3000 PSI,,,,,,,,Hydraulink Australia Pty Ltd,,GST,,1,0,0,$186.10,,GST,,0,1,0,0,0,0,0,186.1,128.15,128.15,128.15,128.15,128.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,$0.00,,
